"Group" "Activity" "Subject_ID" "Variable" "Mean"
"train" "3 WALKING_DOWNSTAIRS" 7 "254 tBodyGyroJerkMag-std()" -0.29477867693617
"train" "3 WALKING_DOWNSTAIRS" 7 "266 fBodyAcc-mean()-X" 0.0443428315319149
"train" "3 WALKING_DOWNSTAIRS" 7 "267 fBodyAcc-mean()-Y" -0.145302311446808
"train" "3 WALKING_DOWNSTAIRS" 7 "268 fBodyAcc-mean()-Z" -0.139216222106383
"train" "3 WALKING_DOWNSTAIRS" 7 "269 fBodyAcc-std()-X" 0.0730110797851064
"train" "3 WALKING_DOWNSTAIRS" 7 "270 fBodyAcc-std()-Y" -0.190187141297872
"train" "3 WALKING_DOWNSTAIRS" 7 "271 fBodyAcc-std()-Z" -0.100121492529787
"train" "3 WALKING_DOWNSTAIRS" 7 "294 fBodyAcc-meanFreq()-X" -0.365650549446809
"train" "3 WALKING_DOWNSTAIRS" 7 "295 fBodyAcc-meanFreq()-Y" -0.0314736615829787
"train" "3 WALKING_DOWNSTAIRS" 7 "296 fBodyAcc-meanFreq()-Z" 0.0824424244404255
"train" "3 WALKING_DOWNSTAIRS" 7 "3 tBodyAcc-mean()-Z" -0.096938308587234
"train" "3 WALKING_DOWNSTAIRS" 7 "345 fBodyAccJerk-mean()-X" -0.0305226686191489
"train" "3 WALKING_DOWNSTAIRS" 7 "346 fBodyAccJerk-mean()-Y" -0.316236510319149
"train" "3 WALKING_DOWNSTAIRS" 7 "347 fBodyAccJerk-mean()-Z" -0.296494902765957
"train" "3 WALKING_DOWNSTAIRS" 7 "348 fBodyAccJerk-std()-X" -0.00426289144680851
"train" "3 WALKING_DOWNSTAIRS" 7 "349 fBodyAccJerk-std()-Y" -0.324378560319149
"train" "3 WALKING_DOWNSTAIRS" 7 "350 fBodyAccJerk-std()-Z" -0.397774503468085
"train" "3 WALKING_DOWNSTAIRS" 7 "373 fBodyAccJerk-meanFreq()-X" -0.333627288978723
"train" "3 WALKING_DOWNSTAIRS" 7 "374 fBodyAccJerk-meanFreq()-Y" -0.414196284085106
"train" "3 WALKING_DOWNSTAIRS" 7 "375 fBodyAccJerk-meanFreq()-Z" -0.382024151510638
"train" "3 WALKING_DOWNSTAIRS" 7 "4 tBodyAcc-std()-X" 0.0660815600978723
"train" "3 WALKING_DOWNSTAIRS" 7 "41 tGravityAcc-mean()-X" 0.930623632765957
"train" "3 WALKING_DOWNSTAIRS" 7 "42 tGravityAcc-mean()-Y" -0.12987167306383
"train" "3 WALKING_DOWNSTAIRS" 7 "424 fBodyGyro-mean()-X" -0.33930147
"train" "3 WALKING_DOWNSTAIRS" 7 "425 fBodyGyro-mean()-Y" -0.21444307293617
"train" "3 WALKING_DOWNSTAIRS" 7 "426 fBodyGyro-mean()-Z" -0.299600267680851
"train" "3 WALKING_DOWNSTAIRS" 7 "427 fBodyGyro-std()-X" -0.432730974446809
"train" "3 WALKING_DOWNSTAIRS" 7 "428 fBodyGyro-std()-Y" -0.351717743191489
"train" "3 WALKING_DOWNSTAIRS" 7 "429 fBodyGyro-std()-Z" -0.495120053191489
"train" "3 WALKING_DOWNSTAIRS" 7 "43 tGravityAcc-mean()-Z" -0.154935538544681
"train" "3 WALKING_DOWNSTAIRS" 7 "44 tGravityAcc-std()-X" -0.964875962978723
"train" "3 WALKING_DOWNSTAIRS" 7 "45 tGravityAcc-std()-Y" -0.952678693617021
"train" "3 WALKING_DOWNSTAIRS" 7 "452 fBodyGyro-meanFreq()-X" -0.219867702034043
"train" "3 WALKING_DOWNSTAIRS" 7 "453 fBodyGyro-meanFreq()-Y" 0.20056627145234
"train" "3 WALKING_DOWNSTAIRS" 7 "454 fBodyGyro-meanFreq()-Z" 0.0076371946
"train" "3 WALKING_DOWNSTAIRS" 7 "46 tGravityAcc-std()-Z" -0.92875646893617
"train" "3 WALKING_DOWNSTAIRS" 7 "5 tBodyAcc-std()-Y" -0.138179072734043
"train" "3 WALKING_DOWNSTAIRS" 7 "503 fBodyAccMag-mean()" 0.218911066191489
"train" "3 WALKING_DOWNSTAIRS" 7 "504 fBodyAccMag-std()" 0.0214440976893617
"train" "3 WALKING_DOWNSTAIRS" 7 "513 fBodyAccMag-meanFreq()" 0.00380298110638298
"train" "3 WALKING_DOWNSTAIRS" 7 "516 fBodyBodyAccJerkMag-mean()" 0.067389886106383
"train" "3 WALKING_DOWNSTAIRS" 7 "517 fBodyBodyAccJerkMag-std()" 0.107856840302128
"train" "3 WALKING_DOWNSTAIRS" 7 "526 fBodyBodyAccJerkMag-meanFreq()" -0.0373844402161702
"train" "3 WALKING_DOWNSTAIRS" 7 "529 fBodyBodyGyroMag-mean()" -0.255045057404255
"train" "3 WALKING_DOWNSTAIRS" 7 "530 fBodyBodyGyroMag-std()" -0.396909651702128
"train" "3 WALKING_DOWNSTAIRS" 7 "539 fBodyBodyGyroMag-meanFreq()" 0.235200926489362
"train" "3 WALKING_DOWNSTAIRS" 7 "542 fBodyBodyGyroJerkMag-mean()" -0.289096677191489
"train" "3 WALKING_DOWNSTAIRS" 7 "543 fBodyBodyGyroJerkMag-std()" -0.353544695678723
"train" "3 WALKING_DOWNSTAIRS" 7 "552 fBodyBodyGyroJerkMag-meanFreq()" 0.0819463659585106
"train" "3 WALKING_DOWNSTAIRS" 7 "555 angle(tBodyAccMean,gravity)" -0.0386153597021277
"train" "3 WALKING_DOWNSTAIRS" 7 "556 angle(tBodyAccJerkMean),gravityMean)" -0.0307260213404255
"train" "3 WALKING_DOWNSTAIRS" 7 "557 angle(tBodyGyroMean,gravityMean)" 0.259901814042553
"train" "3 WALKING_DOWNSTAIRS" 7 "558 angle(tBodyGyroJerkMean,gravityMean)" -0.100218023523404
"train" "3 WALKING_DOWNSTAIRS" 7 "559 angle(X,gravityMean)" -0.778027535744681
"train" "3 WALKING_DOWNSTAIRS" 7 "560 angle(Y,gravityMean)" 0.17298945106383
"train" "3 WALKING_DOWNSTAIRS" 7 "561 angle(Z,gravityMean)" 0.1316399086
"train" "3 WALKING_DOWNSTAIRS" 7 "6 tBodyAcc-std()-Z" -0.0636402447755319
"train" "3 WALKING_DOWNSTAIRS" 7 "81 tBodyAccJerk-mean()-X" 0.0968926184638298
"train" "3 WALKING_DOWNSTAIRS" 7 "82 tBodyAccJerk-mean()-Y" -0.0191061075170213
"train" "3 WALKING_DOWNSTAIRS" 7 "83 tBodyAccJerk-mean()-Z" -0.0160390392510638
"train" "3 WALKING_DOWNSTAIRS" 7 "84 tBodyAccJerk-std()-X" 0.0285033927287234
"train" "3 WALKING_DOWNSTAIRS" 7 "85 tBodyAccJerk-std()-Y" -0.296279674759574
"train" "3 WALKING_DOWNSTAIRS" 7 "86 tBodyAccJerk-std()-Z" -0.347107758021277
"train" "3 WALKING_DOWNSTAIRS" 8 "1 tBodyAcc-mean()-X" 0.283484089210526
"train" "3 WALKING_DOWNSTAIRS" 8 "121 tBodyGyro-mean()-X" -0.121189625973684
"train" "3 WALKING_DOWNSTAIRS" 8 "122 tBodyGyro-mean()-Y" -0.0500760173342105
"train" "3 WALKING_DOWNSTAIRS" 8 "123 tBodyGyro-mean()-Z" 0.114143855152368
"train" "3 WALKING_DOWNSTAIRS" 8 "124 tBodyGyro-std()-X" -0.258430885531579
"train" "3 WALKING_DOWNSTAIRS" 8 "125 tBodyGyro-std()-Y" 0.0243131207736842
"train" "3 WALKING_DOWNSTAIRS" 8 "126 tBodyGyro-std()-Z" -0.129565242710526
"train" "3 WALKING_DOWNSTAIRS" 8 "161 tBodyGyroJerk-mean()-X" -0.0349283489710526
"train" "3 WALKING_DOWNSTAIRS" 8 "162 tBodyGyroJerk-mean()-Y" -0.0534969692794737
"train" "3 WALKING_DOWNSTAIRS" 8 "163 tBodyGyroJerk-mean()-Z" -0.0867903297078947
"train" "3 WALKING_DOWNSTAIRS" 8 "164 tBodyGyroJerk-std()-X" -0.267887897328947
"train" "3 WALKING_DOWNSTAIRS" 8 "165 tBodyGyroJerk-std()-Y" -0.0704526510842105
"train" "3 WALKING_DOWNSTAIRS" 8 "166 tBodyGyroJerk-std()-Z" -0.1896044435
"train" "3 WALKING_DOWNSTAIRS" 8 "2 tBodyAcc-mean()-Y" -0.0211058674973684
"train" "3 WALKING_DOWNSTAIRS" 8 "201 tBodyAccMag-mean()" 0.176599311818421
"train" "3 WALKING_DOWNSTAIRS" 8 "202 tBodyAccMag-std()" 0.131337867236842
"train" "3 WALKING_DOWNSTAIRS" 8 "214 tGravityAccMag-mean()" 0.176599311818421
"train" "3 WALKING_DOWNSTAIRS" 8 "215 tGravityAccMag-std()" 0.131337867236842
"train" "3 WALKING_DOWNSTAIRS" 8 "227 tBodyAccJerkMag-mean()" 0.262628490268421
"train" "3 WALKING_DOWNSTAIRS" 8 "228 tBodyAccJerkMag-std()" 0.2534082561
"train" "3 WALKING_DOWNSTAIRS" 8 "240 tBodyGyroMag-mean()" 0.0993429744078947
"train" "3 WALKING_DOWNSTAIRS" 8 "241 tBodyGyroMag-std()" -0.0466291872078947
"train" "3 WALKING_DOWNSTAIRS" 8 "253 tBodyGyroJerkMag-mean()" -0.126189142894737
"train" "3 WALKING_DOWNSTAIRS" 8 "254 tBodyGyroJerkMag-std()" -0.157484866842105
"train" "3 WALKING_DOWNSTAIRS" 8 "266 fBodyAcc-mean()-X" 0.136590199860526
"train" "3 WALKING_DOWNSTAIRS" 8 "267 fBodyAcc-mean()-Y" 0.388412779763158
"train" "3 WALKING_DOWNSTAIRS" 8 "268 fBodyAcc-mean()-Z" 0.159589756534211
"train" "3 WALKING_DOWNSTAIRS" 8 "269 fBodyAcc-std()-X" -0.0260463260078947
"train" "3 WALKING_DOWNSTAIRS" 8 "270 fBodyAcc-std()-Y" 0.232184078052632
"train" "3 WALKING_DOWNSTAIRS" 8 "271 fBodyAcc-std()-Z" 0.0214914840105263
"train" "3 WALKING_DOWNSTAIRS" 8 "294 fBodyAcc-meanFreq()-X" -0.200757851
"train" "3 WALKING_DOWNSTAIRS" 8 "295 fBodyAcc-meanFreq()-Y" 0.0511555478315789
"train" "3 WALKING_DOWNSTAIRS" 8 "296 fBodyAcc-meanFreq()-Z" 0.223078489563158
"train" "3 WALKING_DOWNSTAIRS" 8 "3 tBodyAcc-mean()-Z" -0.107598135394737
"train" "3 WALKING_DOWNSTAIRS" 8 "345 fBodyAccJerk-mean()-X" 0.214841402815789
"train" "3 WALKING_DOWNSTAIRS" 8 "346 fBodyAccJerk-mean()-Y" 0.220639687868421
"train" "3 WALKING_DOWNSTAIRS" 8 "347 fBodyAccJerk-mean()-Z" 0.0586096890447368
"train" "3 WALKING_DOWNSTAIRS" 8 "348 fBodyAccJerk-std()-X" 0.172658982065789
"train" "3 WALKING_DOWNSTAIRS" 8 "349 fBodyAccJerk-std()-Y" 0.273943791773684
"train" "3 WALKING_DOWNSTAIRS" 8 "350 fBodyAccJerk-std()-Z" -0.0846674186842105
"train" "3 WALKING_DOWNSTAIRS" 8 "373 fBodyAccJerk-meanFreq()-X" -0.170997897197368
"train" "3 WALKING_DOWNSTAIRS" 8 "374 fBodyAccJerk-meanFreq()-Y" -0.337650965236842
"train" "3 WALKING_DOWNSTAIRS" 8 "375 fBodyAccJerk-meanFreq()-Z" -0.180391338523684
"train" "3 WALKING_DOWNSTAIRS" 8 "4 tBodyAcc-std()-X" 0.0241393473736842
"train" "3 WALKING_DOWNSTAIRS" 8 "41 tGravityAcc-mean()-X" 0.914023498421053
"train" "3 WALKING_DOWNSTAIRS" 8 "42 tGravityAcc-mean()-Y" -0.187610243421053
"train" "3 WALKING_DOWNSTAIRS" 8 "424 fBodyGyro-mean()-X" -0.130740445236842
"train" "3 WALKING_DOWNSTAIRS" 8 "425 fBodyGyro-mean()-Y" 0.116090879026316
"train" "3 WALKING_DOWNSTAIRS" 8 "426 fBodyGyro-mean()-Z" 0.0277498065176316
"train" "3 WALKING_DOWNSTAIRS" 8 "427 fBodyGyro-std()-X" -0.302735102631579
"train" "3 WALKING_DOWNSTAIRS" 8 "428 fBodyGyro-std()-Y" -0.0461356322868421
"train" "3 WALKING_DOWNSTAIRS" 8 "429 fBodyGyro-std()-Z" -0.268253406210526
"train" "3 WALKING_DOWNSTAIRS" 8 "43 tGravityAcc-mean()-Z" -0.141817934963684
"train" "3 WALKING_DOWNSTAIRS" 8 "44 tGravityAcc-std()-X" -0.945766561578947
"train" "3 WALKING_DOWNSTAIRS" 8 "45 tGravityAcc-std()-Y" -0.941580934473684
"train" "3 WALKING_DOWNSTAIRS" 8 "452 fBodyGyro-meanFreq()-X" -0.177172958760526
"train" "3 WALKING_DOWNSTAIRS" 8 "453 fBodyGyro-meanFreq()-Y" 0.0716794237631579
"train" "3 WALKING_DOWNSTAIRS" 8 "454 fBodyGyro-meanFreq()-Z" -0.00513040190789474
"train" "3 WALKING_DOWNSTAIRS" 8 "46 tGravityAcc-std()-Z" -0.897190012631579
"train" "3 WALKING_DOWNSTAIRS" 8 "5 tBodyAcc-std()-Y" 0.343826273105263
"train" "3 WALKING_DOWNSTAIRS" 8 "503 fBodyAccMag-mean()" 0.301626757315789
"train" "3 WALKING_DOWNSTAIRS" 8 "504 fBodyAccMag-std()" -0.156141093578947
"train" "3 WALKING_DOWNSTAIRS" 8 "513 fBodyAccMag-meanFreq()" 0.229144569581579
"train" "3 WALKING_DOWNSTAIRS" 8 "516 fBodyBodyAccJerkMag-mean()" 0.331528459921053
"train" "3 WALKING_DOWNSTAIRS" 8 "517 fBodyBodyAccJerkMag-std()" 0.134734731236842
"train" "3 WALKING_DOWNSTAIRS" 8 "526 fBodyBodyAccJerkMag-meanFreq()" 0.181422535965789
"train" "3 WALKING_DOWNSTAIRS" 8 "529 fBodyBodyGyroMag-mean()" -0.00036272967368421
"train" "3 WALKING_DOWNSTAIRS" 8 "530 fBodyBodyGyroMag-std()" -0.255590314210526
"train" "3 WALKING_DOWNSTAIRS" 8 "539 fBodyBodyGyroMag-meanFreq()" 0.267675982868421
"train" "3 WALKING_DOWNSTAIRS" 8 "542 fBodyBodyGyroJerkMag-mean()" -0.125179586744737
"train" "3 WALKING_DOWNSTAIRS" 8 "543 fBodyBodyGyroJerkMag-std()" -0.26298447
"train" "3 WALKING_DOWNSTAIRS" 8 "552 fBodyBodyGyroJerkMag-meanFreq()" 0.242843618736842
"train" "3 WALKING_DOWNSTAIRS" 8 "555 angle(tBodyAccMean,gravity)" -0.0143680611052632
"train" "3 WALKING_DOWNSTAIRS" 8 "556 angle(tBodyAccJerkMean),gravityMean)" -0.119465358184211
"train" "3 WALKING_DOWNSTAIRS" 8 "557 angle(tBodyGyroMean,gravityMean)" 0.265290535078947
"train" "3 WALKING_DOWNSTAIRS" 8 "558 angle(tBodyGyroJerkMean,gravityMean)" -0.161871531676316
"train" "3 WALKING_DOWNSTAIRS" 8 "559 angle(X,gravityMean)" -0.734180207105263
"train" "3 WALKING_DOWNSTAIRS" 8 "560 angle(Y,gravityMean)" 0.213262025526316
"train" "3 WALKING_DOWNSTAIRS" 8 "561 angle(Z,gravityMean)" 0.123085450154737
"train" "3 WALKING_DOWNSTAIRS" 8 "6 tBodyAcc-std()-Z" 0.1337170395
"train" "3 WALKING_DOWNSTAIRS" 8 "81 tBodyAccJerk-mean()-X" 0.118938088342105
"train" "3 WALKING_DOWNSTAIRS" 8 "82 tBodyAccJerk-mean()-Y" -0.0380193846210526
"train" "3 WALKING_DOWNSTAIRS" 8 "83 tBodyAccJerk-mean()-Z" -0.0394356157631579
"train" "3 WALKING_DOWNSTAIRS" 8 "84 tBodyAccJerk-std()-X" 0.250143724521053
"train" "3 WALKING_DOWNSTAIRS" 8 "85 tBodyAccJerk-std()-Y" 0.288140718789474
"train" "3 WALKING_DOWNSTAIRS" 8 "86 tBodyAccJerk-std()-Z" -0.0135136269
"train" "3 WALKING_DOWNSTAIRS" 11 "1 tBodyAcc-mean()-X" 0.291605631956522
"train" "3 WALKING_DOWNSTAIRS" 11 "121 tBodyGyro-mean()-X" -0.12506869905
"train" "3 WALKING_DOWNSTAIRS" 11 "122 tBodyGyro-mean()-Y" -0.0262775345369565
"train" "3 WALKING_DOWNSTAIRS" 11 "123 tBodyGyro-mean()-Z" 0.057524457376087
"train" "3 WALKING_DOWNSTAIRS" 11 "124 tBodyGyro-std()-X" -0.374069023580435
"train" "3 WALKING_DOWNSTAIRS" 11 "125 tBodyGyro-std()-Y" -0.495911719565217
"train" "3 WALKING_DOWNSTAIRS" 11 "126 tBodyGyro-std()-Z" -0.318959594782609
"train" "3 WALKING_DOWNSTAIRS" 11 "161 tBodyGyroJerk-mean()-X" -0.0220916265065217
"train" "3 WALKING_DOWNSTAIRS" 11 "162 tBodyGyroJerk-mean()-Y" -0.0520272987304348
"train" "3 WALKING_DOWNSTAIRS" 11 "163 tBodyGyroJerk-mean()-Z" -0.0373048405934783
"train" "3 WALKING_DOWNSTAIRS" 11 "164 tBodyGyroJerk-std()-X" -0.53437494826087
"train" "3 WALKING_DOWNSTAIRS" 11 "165 tBodyGyroJerk-std()-Y" -0.684593318695652
"train" "3 WALKING_DOWNSTAIRS" 11 "166 tBodyGyroJerk-std()-Z" -0.480559152608696
"train" "3 WALKING_DOWNSTAIRS" 11 "2 tBodyAcc-mean()-Y" -0.0178097721219565
"train" "3 WALKING_DOWNSTAIRS" 11 "201 tBodyAccMag-mean()" 0.126227657258696
"train" "3 WALKING_DOWNSTAIRS" 11 "202 tBodyAccMag-std()" 0.0507743652521739
"train" "3 WALKING_DOWNSTAIRS" 11 "214 tGravityAccMag-mean()" 0.126227657258696
"train" "3 WALKING_DOWNSTAIRS" 11 "215 tGravityAccMag-std()" 0.0507743652521739
"train" "3 WALKING_DOWNSTAIRS" 11 "227 tBodyAccJerkMag-mean()" -0.198206139934783
"train" "3 WALKING_DOWNSTAIRS" 11 "228 tBodyAccJerkMag-std()" -0.127017223413043
"train" "3 WALKING_DOWNSTAIRS" 11 "240 tBodyGyroMag-mean()" -0.19788336026087
"train" "3 WALKING_DOWNSTAIRS" 11 "241 tBodyGyroMag-std()" -0.339349828493478
"train" "3 WALKING_DOWNSTAIRS" 11 "253 tBodyGyroJerkMag-mean()" -0.599294760652174
"train" "3 WALKING_DOWNSTAIRS" 11 "254 tBodyGyroJerkMag-std()" -0.677750588478261
"train" "3 WALKING_DOWNSTAIRS" 11 "266 fBodyAcc-mean()-X" 0.0351937228130435
"train" "3 WALKING_DOWNSTAIRS" 11 "267 fBodyAcc-mean()-Y" 0.0247508134326087
"train" "3 WALKING_DOWNSTAIRS" 11 "268 fBodyAcc-mean()-Z" -0.377624755652174
"train" "3 WALKING_DOWNSTAIRS" 11 "269 fBodyAcc-std()-X" 0.179906764395652
"train" "3 WALKING_DOWNSTAIRS" 11 "270 fBodyAcc-std()-Y" 0.0262777181065217
"train" "3 WALKING_DOWNSTAIRS" 11 "271 fBodyAcc-std()-Z" -0.348626581521739
"train" "3 WALKING_DOWNSTAIRS" 11 "294 fBodyAcc-meanFreq()-X" -0.400296382043478
"train" "3 WALKING_DOWNSTAIRS" 11 "295 fBodyAcc-meanFreq()-Y" -0.0561892264956522
"train" "3 WALKING_DOWNSTAIRS" 11 "296 fBodyAcc-meanFreq()-Z" 0.00531445170652174
"train" "3 WALKING_DOWNSTAIRS" 11 "3 tBodyAcc-mean()-Z" -0.111070149978261
"train" "3 WALKING_DOWNSTAIRS" 11 "345 fBodyAccJerk-mean()-X" -0.120463004665217
"train" "3 WALKING_DOWNSTAIRS" 11 "346 fBodyAccJerk-mean()-Y" -0.177479240097826
"train" "3 WALKING_DOWNSTAIRS" 11 "347 fBodyAccJerk-mean()-Z" -0.530225529130435
"train" "3 WALKING_DOWNSTAIRS" 11 "348 fBodyAccJerk-std()-X" -0.12834163051087
"train" "3 WALKING_DOWNSTAIRS" 11 "349 fBodyAccJerk-std()-Y" -0.130443829826087
"train" "3 WALKING_DOWNSTAIRS" 11 "350 fBodyAccJerk-std()-Z" -0.628902742826087
"train" "3 WALKING_DOWNSTAIRS" 11 "373 fBodyAccJerk-meanFreq()-X" -0.338849974521739
"train" "3 WALKING_DOWNSTAIRS" 11 "374 fBodyAccJerk-meanFreq()-Y" -0.455972775869565
"train" "3 WALKING_DOWNSTAIRS" 11 "375 fBodyAccJerk-meanFreq()-Z" -0.244414661282609
"train" "3 WALKING_DOWNSTAIRS" 11 "4 tBodyAcc-std()-X" 0.142456557034783
"train" "3 WALKING_DOWNSTAIRS" 11 "41 tGravityAcc-mean()-X" 0.941746406521739
"train" "3 WALKING_DOWNSTAIRS" 11 "42 tGravityAcc-mean()-Y" -0.200321942608696
"train" "3 WALKING_DOWNSTAIRS" 11 "424 fBodyGyro-mean()-X" -0.318777012804348
"train" "3 WALKING_DOWNSTAIRS" 11 "425 fBodyGyro-mean()-Y" -0.528254524130435
"train" "3 WALKING_DOWNSTAIRS" 11 "426 fBodyGyro-mean()-Z" -0.273459111956522
"train" "3 WALKING_DOWNSTAIRS" 11 "427 fBodyGyro-std()-X" -0.397722757934783
"train" "3 WALKING_DOWNSTAIRS" 11 "428 fBodyGyro-std()-Y" -0.481127494565217
"train" "3 WALKING_DOWNSTAIRS" 11 "429 fBodyGyro-std()-Z" -0.397220471086957
"train" "3 WALKING_DOWNSTAIRS" 11 "43 tGravityAcc-mean()-Z" 0.132371684891304
"train" "3 WALKING_DOWNSTAIRS" 11 "44 tGravityAcc-std()-X" -0.954497498695652
"train" "3 WALKING_DOWNSTAIRS" 11 "45 tGravityAcc-std()-Y" -0.926310469565217
"train" "3 WALKING_DOWNSTAIRS" 11 "452 fBodyGyro-meanFreq()-X" -0.263295935608696
"train" "3 WALKING_DOWNSTAIRS" 11 "453 fBodyGyro-meanFreq()-Y" -0.255277887913043
"train" "3 WALKING_DOWNSTAIRS" 11 "454 fBodyGyro-meanFreq()-Z" -0.150480042398261
"train" "3 WALKING_DOWNSTAIRS" 11 "46 tGravityAcc-std()-Z" -0.925814906086956
"train" "3 WALKING_DOWNSTAIRS" 11 "5 tBodyAcc-std()-Y" 0.0708122725543478
"train" "3 WALKING_DOWNSTAIRS" 11 "503 fBodyAccMag-mean()" 0.0902807576630435
"train" "3 WALKING_DOWNSTAIRS" 11 "504 fBodyAccMag-std()" -0.137123060369565
"train" "3 WALKING_DOWNSTAIRS" 11 "513 fBodyAccMag-meanFreq()" 0.0316725683978261
"train" "3 WALKING_DOWNSTAIRS" 11 "516 fBodyBodyAccJerkMag-mean()" -0.097454996626087
"train" "3 WALKING_DOWNSTAIRS" 11 "517 fBodyBodyAccJerkMag-std()" -0.173661753717391
"train" "3 WALKING_DOWNSTAIRS" 11 "526 fBodyBodyAccJerkMag-meanFreq()" 0.0337475179993478
"train" "3 WALKING_DOWNSTAIRS" 11 "529 fBodyBodyGyroMag-mean()" -0.456170108913043
"train" "3 WALKING_DOWNSTAIRS" 11 "530 fBodyBodyGyroMag-std()" -0.380559426947826
"train" "3 WALKING_DOWNSTAIRS" 11 "539 fBodyBodyGyroMag-meanFreq()" -0.169884463904348
"train" "3 WALKING_DOWNSTAIRS" 11 "542 fBodyBodyGyroJerkMag-mean()" -0.668340527608696
"train" "3 WALKING_DOWNSTAIRS" 11 "543 fBodyBodyGyroJerkMag-std()" -0.714229669347826
"train" "3 WALKING_DOWNSTAIRS" 11 "552 fBodyBodyGyroJerkMag-meanFreq()" -0.00942507352173913
"train" "3 WALKING_DOWNSTAIRS" 11 "555 angle(tBodyAccMean,gravity)" -0.0465072536521739
"train" "3 WALKING_DOWNSTAIRS" 11 "556 angle(tBodyAccJerkMean),gravityMean)" 0.0251428884217391
"train" "3 WALKING_DOWNSTAIRS" 11 "557 angle(tBodyGyroMean,gravityMean)" 0.297576119782609
"train" "3 WALKING_DOWNSTAIRS" 11 "558 angle(tBodyGyroJerkMean,gravityMean)" -0.223672056052174
"train" "3 WALKING_DOWNSTAIRS" 11 "559 angle(X,gravityMean)" -0.780245904347826
"train" "3 WALKING_DOWNSTAIRS" 11 "560 angle(Y,gravityMean)" 0.221263763913043
"train" "3 WALKING_DOWNSTAIRS" 11 "561 angle(Z,gravityMean)" -0.0709612617173913
"train" "3 WALKING_DOWNSTAIRS" 11 "6 tBodyAcc-std()-Z" -0.324026938043478
"train" "3 WALKING_DOWNSTAIRS" 11 "81 tBodyAccJerk-mean()-X" 0.0897168657173913
"train" "3 WALKING_DOWNSTAIRS" 11 "82 tBodyAccJerk-mean()-Y" 0.0252274201521739
"train" "3 WALKING_DOWNSTAIRS" 11 "83 tBodyAccJerk-mean()-Z" -0.0225208905847826
"train" "3 WALKING_DOWNSTAIRS" 11 "84 tBodyAccJerk-std()-X" -0.0834212653347826
"train" "3 WALKING_DOWNSTAIRS" 11 "85 tBodyAccJerk-std()-Y" -0.126816662141304
"train" "3 WALKING_DOWNSTAIRS" 11 "86 tBodyAccJerk-std()-Z" -0.579710482173913
"train" "3 WALKING_DOWNSTAIRS" 14 "1 tBodyAcc-mean()-X" 0.293422115555556
"train" "3 WALKING_DOWNSTAIRS" 14 "121 tBodyGyro-mean()-X" -0.0147079653333333
"train" "3 WALKING_DOWNSTAIRS" 14 "122 tBodyGyro-mean()-Y" -0.0945288409066667
"train" "3 WALKING_DOWNSTAIRS" 14 "123 tBodyGyro-mean()-Z" 0.0353344537555556
"train" "3 WALKING_DOWNSTAIRS" 14 "124 tBodyGyro-std()-X" -0.354551638377778
"train" "3 WALKING_DOWNSTAIRS" 14 "125 tBodyGyro-std()-Y" 0.0569902222622222
"train" "3 WALKING_DOWNSTAIRS" 14 "126 tBodyGyro-std()-Z" 0.356198597177778
"train" "3 WALKING_DOWNSTAIRS" 14 "161 tBodyGyroJerk-mean()-X" -0.108620377713333
"train" "3 WALKING_DOWNSTAIRS" 14 "162 tBodyGyroJerk-mean()-Y" -0.0740589810844444
"train" "3 WALKING_DOWNSTAIRS" 14 "163 tBodyGyroJerk-mean()-Z" -0.0615978795422222
"train" "3 WALKING_DOWNSTAIRS" 14 "164 tBodyGyroJerk-std()-X" -0.537002097555556
"train" "3 WALKING_DOWNSTAIRS" 14 "165 tBodyGyroJerk-std()-Y" -0.284318020488889
"train" "3 WALKING_DOWNSTAIRS" 14 "166 tBodyGyroJerk-std()-Z" 0.0913857550044444
"train" "3 WALKING_DOWNSTAIRS" 14 "2 tBodyAcc-mean()-Y" -0.0200141413657778
"train" "3 WALKING_DOWNSTAIRS" 14 "201 tBodyAccMag-mean()" 0.185537706866667
"train" "3 WALKING_DOWNSTAIRS" 14 "202 tBodyAccMag-std()" 0.428405922622222
"train" "3 WALKING_DOWNSTAIRS" 14 "214 tGravityAccMag-mean()" 0.185537706866667
"train" "3 WALKING_DOWNSTAIRS" 14 "215 tGravityAccMag-std()" 0.428405922622222
"train" "3 WALKING_DOWNSTAIRS" 14 "227 tBodyAccJerkMag-mean()" 0.0353601375466667
"train" "3 WALKING_DOWNSTAIRS" 14 "228 tBodyAccJerkMag-std()" 0.194708838913556
"train" "3 WALKING_DOWNSTAIRS" 14 "240 tBodyGyroMag-mean()" 0.166340011842444
"train" "3 WALKING_DOWNSTAIRS" 14 "241 tBodyGyroMag-std()" -0.0665144570666667
"train" "3 WALKING_DOWNSTAIRS" 14 "253 tBodyGyroJerkMag-mean()" -0.275120883488889
"train" "3 WALKING_DOWNSTAIRS" 14 "254 tBodyGyroJerkMag-std()" -0.274744003577778
"train" "3 WALKING_DOWNSTAIRS" 14 "266 fBodyAcc-mean()-X" 0.0212541553977778
"train" "3 WALKING_DOWNSTAIRS" 14 "267 fBodyAcc-mean()-Y" 0.3714824704
"train" "3 WALKING_DOWNSTAIRS" 14 "268 fBodyAcc-mean()-Z" 0.280735952206667
"train" "3 WALKING_DOWNSTAIRS" 14 "269 fBodyAcc-std()-X" 0.0140826092322222
